01067,Dresden
01069,Dresden
01097,Dresden
01099,Dresden
01108,Dresden
01109,Dresden
01127,Dresden
01129,Dresden
01139,Dresden
01156,Dresden
01157,Dresden
01159,Dresden
01169,Dresden
01187,Dresden
01189,Dresden
01217,Dresden
01219,Dresden
01237,Dresden
01239,Dresden
01257,Dresden
01259,Dresden
01277,Dresden
01279,Dresden
01307,Dresden
01309,Dresden
01324,Dresden
01326,Dresden
01328,Dresden
04103,Leipzig
04105,Leipzig
04107,Leipzig
04109,Leipzig
04129,Leipzig
04155,Leipzig
04157,Leipzig
04158,Leipzig
04159,Leipzig
04177,Leipzig
04178,Leipzig
04179,Leipzig
04205,Leipzig
04207,Leipzig
04209,Leipzig
04229,Leipzig
04249,Leipzig
04275,Leipzig
04277,Leipzig
04279,Leipzig
04288,Leipzig
04289,Leipzig
04299,Leipzig
04315,Leipzig
04316,Leipzig
04317,Leipzig
04318,Leipzig
04319,Leipzig
04328,Leipzig
04329,Leipzig
04347,Leipzig
04349,Leipzig
04356,Leipzig
04357,Leipzig
07743,Jena
07745,Jena
07747,Jena
07749,Jena
07751,Jena
09111,Chemnitz
09112,Chemnitz
09113,Chemnitz
09114,Chemnitz
09116,Chemnitz
09117,Chemnitz
09119,Chemnitz
09120,Chemnitz
09122,Chemnitz
09123,Chemnitz
09125,Chemnitz
09126,Chemnitz
09127,Chemnitz
09128,Chemnitz
09130,Chemnitz
09131,Chemnitz
09224,Chemnitz
09228,Chemnitz
09247,Chemnitz
10115,Berlin
10117,Berlin
10119,Berlin
10178,Berlin
10179,Berlin
10243,Berlin
10245,Berlin
10247,Berlin
10249,Berlin
10315,Berlin
10317,Berlin
10318,Berlin
10319,Berlin
10365,Berlin
10367,Berlin
10369,Berlin
10405,Berlin
10407,Berlin
10409,Berlin
10435,Berlin
10437,Berlin
10439,Berlin
10551,Berlin
10553,Berlin
10555,Berlin
10557,Berlin
10559,Berlin
10585,Berlin
10587,Berlin
10589,Berlin
10623,Berlin
10625,Berlin
10627,Berlin
10629,Berlin
10707,Berlin
10709,Berlin
10711,Berlin
10713,Berlin
10715,Berlin
10717,Berlin
10719,Berlin
10777,Berlin
10779,Berlin
10781,Berlin
10783,Berlin
10785,Berlin
10787,Berlin
10789,Berlin
10823,Berlin
10825,Berlin
10827,Berlin
10829,Berlin
10961,Berlin
10963,Berlin
10965,Berlin
10967,Berlin
10969,Berlin
10997,Berlin
10999,Berlin
12043,Berlin
12045,Berlin
12047,Berlin
12049,Berlin
12051,Berlin
12053,Berlin
12055,Berlin
12057,Berlin
12059,Berlin
12099,Berlin
12101,Berlin
12103,Berlin
12105,Berlin
12107,Berlin
12109,Berlin
12157,Berlin
12159,Berlin
12161,Berlin
12163,Berlin
12165,Berlin
12167,Berlin
12169,Berlin
12203,Berlin
12205,Berlin
12207,Berlin
12209,Berlin
12247,Berlin
12249,Berlin
12277,Berlin
12279,Berlin
12305,Berlin
12307,Berlin
12309,Berlin
12347,Berlin
12349,Berlin
12351,Berlin
12353,Berlin
12355,Berlin
12357,Berlin
12359,Berlin
12435,Berlin
12437,Berlin
12439,Berlin
12459,Berlin
12487,Berlin
12489,Berlin
12524,Berlin
12526,Berlin
12527,Berlin
12555,Berlin
12557,Berlin
12559,Berlin
12587,Berlin
12589,Berlin
12619,Berlin
12621,Berlin
12623,Berlin
12627,Berlin
12629,Berlin
12679,Berlin
12681,Berlin
12683,Berlin
12685,Berlin
12687,Berlin
12689,Berlin
13051,Berlin
13053,Berlin
13055,Berlin
13057,Berlin
13059,Berlin
13086,Berlin
13088,Berlin
13089,Berlin
13125,Berlin
13127,Berlin
13129,Berlin
13156,Berlin
13158,Berlin
13159,Berlin
13187,Berlin
13189,Berlin
13347,Berlin
13349,Berlin
13351,Berlin
13353,Berlin
13355,Berlin
13357,Berlin
13359,Berlin
13403,Berlin
13405,Berlin
13407,Berlin
13409,Berlin
13435,Berlin
13437,Berlin
13439,Berlin
13465,Berlin
13467,Berlin
13469,Berlin
13503,Berlin
13505,Berlin
13507,Berlin
13509,Berlin
13581,Berlin
13583,Berlin
13585,Berlin
13587,Berlin
13589,Berlin
13591,Berlin
13593,Berlin
13595,Berlin
13597,Berlin
13599,Berlin
13627,Berlin
13629,Berlin
14050,Berlin
14052,Berlin
14053,Berlin
14055,Berlin
14057,Berlin
14059,Berlin
14089,Berlin
14109,Berlin
14129,Berlin
14163,Berlin
14165,Berlin
14167,Berlin
14169,Berlin
14193,Berlin
14195,Berlin
14197,Berlin
14199,Berlin
14467,Potsdam
14469,Potsdam
14471,Potsdam
14473,Potsdam
14476,Potsdam
14478,Potsdam
14480,Potsdam
14482,Potsdam
18055,Rostock
18057,Rostock
18059,Rostock
18069,Rostock
18106,Rostock
18107,Rostock
18109,Rostock
18119,Rostock
18146,Rostock
18147,Rostock
18181,Rostock
18182,Rostock
20095,Hamburg
20097,Hamburg
20099,Hamburg
20144,Hamburg
20146,Hamburg
20148,Hamburg
20149,Hamburg
20249,Hamburg
20251,Hamburg
20253,Hamburg
20255,Hamburg
20257,Hamburg
20259,Hamburg
20354,Hamburg
20355,Hamburg
20357,Hamburg
20359,Hamburg
20457,Hamburg
20459,Hamburg
20535,Hamburg
20537,Hamburg
20539,Hamburg
21029,Hamburg
21031,Hamburg
21033,Hamburg
21035,Hamburg
21037,Hamburg
21039,Hamburg
21073,Hamburg
21075,Hamburg
21077,Hamburg
21079,Hamburg
21107,Hamburg
21109,Hamburg
21129,Hamburg
21147,Hamburg
21149,Hamburg
22041,Hamburg
22043,Hamburg
22045,Hamburg
22047,Hamburg
22049,Hamburg
22081,Hamburg
22083,Hamburg
22085,Hamburg
22087,Hamburg
22089,Hamburg
22111,Hamburg
22113,Hamburg
22115,Hamburg
22117,Hamburg
22119,Hamburg
22143,Hamburg
22145,Hamburg
22147,Hamburg
22149,Hamburg
22159,Hamburg
22175,Hamburg
22177,Hamburg
22179,Hamburg
22297,Hamburg
22299,Hamburg
22301,Hamburg
22303,Hamburg
22305,Hamburg
